USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Q120978,Q121011,Q120379,Q120472,Q119851,Q115611,Q113181,Q109244,Q98197
58,1990,Male,$50,000 - $74,999,Single (no kids),Bachelor's Degree,1,-1,-1,-1,-1,-1,0,1,-1,1
59,1958,Male,$50,000 - $74,999,Single (no kids),High School Diploma,-1,1,-1,1,-1,-1,1,-1,1,1
60,1991,Male,under $25,000,Single (no kids),Current Undergraduate,-1,-1,-1,-1,-1,1,1,-1,1,1
61,1984,Female,$75,000 - $100,000,Single (no kids),Bachelor's Degree,1,-1,-1,1,1,-1,-1,-1,-1,1
63,1990,Female,$25,001 - $50,000,Single (no kids),Bachelor's Degree,-1,1,1,0,-1,-1,-1,0,-1,1
64,1996,Male,under $25,000,Single (no kids),Current K-12,1,1,1,1,-1,1,1,-1,1,1
65,1955,Male,$100,001 - $150,000,Married (no kids),Associate's Degree,-1,-1,-1,1,1,1,-1,1,-1,1
66,1970,Female,$50,000 - $74,999,Married (w/kids),Bachelor's Degree,1,-1,-1,1,-1,1,1,-1,1,1
67,1969,Male,$100,001 - $150,000,Married (w/kids),High School Diploma,-1,1,-1,1,0,1,1,-1,1,1
69,1944,Male,over $150,000,Married (w/kids),Doctoral Degree,-1,-1,1,1,-1,1,1,0,-1,1
70,1958,Male,$75,000 - $100,000,Married (w/kids),Current K-12,-1,-1,-1,1,-1,1,1,-1,1,1
71,1975,Male,$75,000 - $100,000,Domestic Partners (w/kids),Bachelor's Degree,0,0,0,0,0,0,0,-1,1,1
73,1982,Female,$50,000 - $74,999,Single (no kids),Bachelor's Degree,1,0,1,-1,-1,0,0,0,0,1
75,1973,Female,$75,000 - $100,000,Single (no kids),Master's Degree,1,1,1,1,1,-1,0,-1,-1,1
76,1959,Male,$100,001 - $150,000,Married (no kids),Bachelor's Degree,-1,-1,-1,-1,1,1,-1,-1,1,1
77,1987,Male,$75,000 - $100,000,Domestic Partners (no kids),High School Diploma,1,1,-1,1,-1,-1,-1,-1,-1,1
78,1959,Male,over $150,000,Married (w/kids),Master's Degree,-1,-1,1,1,1,1,1,-1,1,1
79,1994,Male,$75,000 - $100,000,Single (no kids),High School Diploma,-1,1,-1,-1,-1,-1,1,-1,1,1
82,1959,Male,$75,000 - $100,000,Married (w/kids),Associate's Degree,-1,1,-1,-1,-1,1,-1,-1,-1,1
83,1991,Male,$100,001 - $150,000,Single (no kids),Current Undergraduate,0,0,1,1,0,0,0,0,0,1
84,1966,Male,$50,000 - $74,999,Married (w/kids),Current Undergraduate,-1,-1,1,1,-1,1,1,-1,1,1
85,1973,Female,under $25,000,Single (w/kids),Master's Degree,1,1,1,0,-1,-1,0,1,0,1
86,1975,Male,$75,000 - $100,000,Married (w/kids),High School Diploma,0,0,-1,0,-1,1,1,-1,-1,1
88,1971,Male,$75,000 - $100,000,Married (no kids),Associate's Degree,-1,1,-1,1,-1,-1,-1,-1,-1,1
89,1995,Male,under $25,000,Single (no kids),Current Undergraduate,1,1,0,-1,0,-1,1,1,1,1
90,1995,Male,over $150,000,Single (no kids),Current Undergraduate,-1,1,1,1,-1,1,1,-1,1,1
91,1979,Male,$50,000 - $74,999,Married (no kids),High School Diploma,1,-1,-1,1,-1,1,-1,-1,-1,1
93,1997,Male,$100,001 - $150,000,Single (no kids),Current K-12,0,0,0,0,0,0,-1,0,0,1
94,1998,Female,$75,000 - $100,000,Single (no kids),Current K-12,0,0,0,0,0,-1,0,1,0,1
95,1994,Male,over $150,000,Single (no kids),Current Undergraduate,-1,-1,-1,1,1,-1,-1,-1,-1,1
97,1960,Male,$50,000 - $74,999,Single (w/kids),Bachelor's Degree,0,0,0,0,0,0,-1,-1,-1,1
98,1988,Female,$75,000 - $100,000,Married (w/kids),Bachelor's Degree,-1,1,1,1,-1,0,0,-1,-1,1
99,1993,Male,$100,001 - $150,000,Single (no kids),Current Undergraduate,0,1,0,1,-1,-1,-1,-1,-1,1
101,1959,Male,$100,001 - $150,000,Married (w/kids),Bachelor's Degree,-1,1,-1,1,-1,1,1,-1,1,1
102,1944,Female,over $150,000,Married (w/kids),Bachelor's Degree,-1,1,-1,-1,1,1,-1,-1,-1,1
103,1996,Male,$100,001 - $150,000,Married (w/kids),Current K-12,0,0,0,0,0,0,0,0,0,1
106,1994,Male,$75,000 - $100,000,Single (no kids),Current Undergraduate,0,0,0,0,0,-1,0,0,0,1
107,1989,Male,$50,000 - $74,999,Single (no kids),Bachelor's Degree,0,0,0,0,0,0,-1,0,0,1
109,1987,Male,$50,000 - $74,999,Single (no kids),Doctoral Degree,1,1,1,-1,1,-1,1,-1,-1,1
110,1963,Female,over $150,000,Single (w/kids),High School Diploma,-1,-1,-1,-1,-1,1,1,-1,-1,1
111,1979,Female,$25,001 - $50,000,Single (no kids),Doctoral Degree,-1,1,1,0,1,-1,-1,1,-1,1
112,1981,Female,$75,000 - $100,000,Domestic Partners (w/kids),Bachelor's Degree,1,1,1,1,-1,-1,-1,1,1,1
113,1993,Female,$75,000 - $100,000,Single (no kids),Current Undergraduate,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
114,1965,Male,$75,000 - $100,000,Domestic Partners (no kids),Master's Degree,1,1,1,1,1,-1,-1,1,-1,1
115,1965,Female,$75,000 - $100,000,Married (w/kids),Bachelor's Degree,1,-1,-1,1,1,1,1,-1,1,1
116,1987,Male,under $25,000,Single (no kids),Bachelor's Degree,1,1,1,-1,1,1,-1,-1,-1,1
117,1969,Female,under $25,000,Single (w/kids),Bachelor's Degree,0,0,0,0,0,0,0,-1,0,1
118,1978,Female,$25,001 - $50,000,Married (w/kids),High School Diploma,1,1,-1,-1,1,-1,1,-1,1,1
119,1973,Male,$75,000 - $100,000,Married (w/kids),High School Diploma,1,1,-1,1,-1,-1,-1,-1,-1,1
120,1990,Male,under $25,000,Single (no kids),Master's Degree,0,0,0,0,0,1,0,0,-1,1
121,1960,Male,$50,000 - $74,999,Married (w/kids),Bachelor's Degree,-1,1,-1,1,-1,1,-1,-1,-1,1
122,1986,Female,$25,001 - $50,000,Single (w/kids),Current Undergraduate,1,1,-1,1,1,-1,1,1,0,1
123,1995,Male,under $25,000,Single (no kids),Current K-12,-1,0,0,0,0,0,0,0,0,1
126,1975,Male,over $150,000,Married (w/kids),Master's Degree,1,1,1,0,1,1,1,0,0,1
131,1952,Female,over $150,000,Married (no kids),Bachelor's Degree,-1,1,-1,1,1,-1,-1,-1,-1,1
132,1974,Male,over $150,000,Married (w/kids),Bachelor's Degree,1,1,-1,1,1,-1,1,-1,1,1
133,1996,Male,over $150,000,Single (no kids),Current K-12,-1,-1,1,1,-1,-1,-1,-1,-1,1
134,1986,Male,under $25,000,Single (no kids),High School Diploma,0,0,0,0,-1,-1,0,0,-1,1
135,1971,Male,$100,001 - $150,000,Married (w/kids),Master's Degree,1,1,1,1,-1,1,1,-1,-1,1
136,1996,Male,$50,000 - $74,999,Single (no kids),Current K-12,0,0,0,0,0,1,-1,-1,-1,1
137,1996,Male,$25,001 - $50,000,Single (no kids),Current K-12,-1,-1,1,1,1,1,1,-1,1,1
138,1983,Male,$50,000 - $74,999,Married (no kids),Bachelor's Degree,0,0,0,0,0,0,0,0,-1,1
140,1996,Male,under $25,000,Single (no kids),Current K-12,-1,-1,1,1,-1,-1,-1,-1,-1,1
141,1946,Male,over $150,000,Married (no kids),Master's Degree,-1,-1,1,-1,0,-1,0,0,1,1
142,1990,Male,$50,000 - $74,999,Single (no kids),Master's Degree,1,1,1,1,-1,-1,-1,-1,-1,1
143,1978,Female,$25,001 - $50,000,Married (w/kids),High School Diploma,1,1,-1,-1,0,-1,1,0,0,1
144,1993,Male,$75,000 - $100,000,Single (no kids),Current Undergraduate,-1,-1,1,1,-1,-1,-1,-1,-1,1
145,1964,Female,$25,001 - $50,000,Married (no kids),High School Diploma,-1,1,-1,-1,1,1,1,-1,1,1
146,1977,Female,over $150,000,Married (w/kids),Master's Degree,0,0,0,0,0,-1,0,-1,-1,1
147,1976,Male,$100,001 - $150,000,Married (w/kids),High School Diploma,-1,-1,-1,1,1,1,-1,-1,-1,1
148,1976,Female,under $25,000,Single (no kids),Bachelor's Degree,-1,1,-1,-1,1,-1,1,1,1,1
150,1992,Female,under $25,000,Single (no kids),Current Undergraduate,-1,-1,1,-1,1,-1,1,1,1,1
152,1987,Male,under $25,000,Single (no kids),Master's Degree,0,0,1,-1,-1,-1,0,-1,-1,1
153,1994,Female,$25,001 - $50,000,Single (no kids),Current Undergraduate,-1,1,-1,1,0,-1,-1,-1,-1,1
155,1994,Female,over $150,000,Single (no kids),High School Diploma,1,-1,0,-1,0,0,0,0,0,1
156,1963,Male,$100,001 - $150,000,Married (w/kids),Bachelor's Degree,-1,-1,-1,1,-1,1,1,-1,1,1
157,1994,Female,$75,000 - $100,000,Single (no kids),Bachelor's Degree,0,0,0,0,1,-1,1,0,1,1
160,1958,Male,over $150,000,Single (no kids),Master's Degree,-1,-1,1,0,-1,-1,0,0,0,1
161,1969,Male,$100,001 - $150,000,Married (w/kids),Bachelor's Degree,1,1,-1,1,-1,-1,1,-1,1,1
162,1963,Male,$50,000 - $74,999,Married (w/kids),Master's Degree,-1,1,1,-1,-1,1,1,-1,-1,1
163,1966,Female,$75,000 - $100,000,Single (w/kids),Associate's Degree,1,1,-1,-1,-1,1,1,1,1,1
164,1985,Male,under $25,000,Single (no kids),Bachelor's Degree,0,0,0,0,1,-1,0,0,0,1
165,1964,Female,over $150,000,Married (w/kids),Bachelor's Degree,-1,-1,-1,1,-1,-1,1,-1,1,1
166,1997,Male,over $150,000,Married (w/kids),Current K-12,0,0,1,1,0,0,0,0,0,1
167,1973,Male,$100,001 - $150,000,Married (w/kids),Bachelor's Degree,0,0,0,0,0,0,0,1,-1,1
169,1987,Male,under $25,000,Single (no kids),Master's Degree,1,-1,1,-1,1,-1,1,-1,1,1
170,1974,Female,over $150,000,Single (no kids),Bachelor's Degree,1,1,-1,-1,-1,-1,1,1,1,1
171,1982,Male,$100,001 - $150,000,Single (w/kids),Bachelor's Degree,-1,1,1,1,1,1,0,1,-1,1
172,1990,Male,over $150,000,Single (no kids),Doctoral Degree,-1,1,1,1,1,-1,-1,-1,-1,1
173,1966,Male,$75,000 - $100,000,Married (w/kids),Bachelor's Degree,1,-1,-1,1,1,1,1,-1,1,1
174,1977,Male,$25,001 - $50,000,Single (no kids),High School Diploma,1,1,-1,1,1,-1,-1,-1,-1,1
175,1997,Male,$100,001 - $150,000,Single (no kids),Current K-12,-1,-1,-1,1,-1,-1,1,-1,1,1
176,1994,Male,under $25,000,Single (no kids),High School Diploma,1,1,1,1,-1,-1,1,-1,1,1
178,1985,Female,$50,000 - $74,999,Married (w/kids),Bachelor's Degree,1,1,1,1,-1,1,0,-1,1,1
179,1990,Male,under $25,000,Single (no kids),Current Undergraduate,-1,1,1,1,-1,-1,-1,1,-1,1
180,1995,Male,over $150,000,Single (no kids),Current K-12,-1,-1,1,1,-1,-1,1,1,1,1
181,1992,Female,under $25,000,Single (no kids),Current Undergraduate,1,-1,0,0,-1,-1,1,1,1,1
182,1971,Female,under $25,000,Married (w/kids),Bachelor's Degree,1,-1,-1,-1,1,-1,1,1,1,1
183,1984,Female,$25,001 - $50,000,Single (no kids),High School Diploma,-1,1,-1,-1,-1,-1,-1,-1,-1,1
184,1995,Male,$75,000 - $100,000,Single (no kids),Current Undergraduate,-1,-1,-1,1,-1,-1,-1,1,-1,1
186,1951,Female,$75,000 - $100,000,Married (no kids),Bachelor's Degree,-1,-1,-1,-1,1,-1,-1,-1,-1,1
187,1995,Male,under $25,000,Single (no kids),Current Undergraduate,-1,-1,-1,1,1,1,-1,-1,-1,1
188,1964,Female,over $150,000,Single (no kids),Master's Degree,1,-1,1,1,-1,-1,-1,-1,-1,1
189,1992,Male,under $25,000,Single (no kids),Bachelor's Degree,-1,1,1,-1,1,-1,1,-1,1,1
190,1994,Male,over $150,000,Single (no kids),Current Undergraduate,-1,1,1,1,1,1,-1,1,-1,1
191,1996,Male,$25,001 - $50,000,Single (no kids),Current K-12,-1,1,1,1,-1,-1,-1,-1,-1,1
193,1994,Male,over $150,000,Single (no kids),Current Undergraduate,1,-1,1,1,-1,-1,-1,-1,-1,1
194,1980,Male,$50,000 - $74,999,Married (no kids),Bachelor's Degree,1,1,-1,-1,-1,-1,-1,-1,-1,1
196,1994,Male,$100,001 - $150,000,Single (no kids),Current K-12,0,1,0,0,0,-1,-1,0,0,1
197,1988,Male,under $25,000,Single (no kids),Associate's Degree,-1,-1,1,1,0,-1,-1,1,-1,1
199,1985,Male,$50,000 - $74,999,Married (w/kids),Master's Degree,1,1,1,1,-1,1,1,-1,1,1
200,1994,Male,$50,000 - $74,999,Single (no kids),Current Undergraduate,-1,1,-1,-1,1,-1,1,-1,1,1
201,1951,Male,$75,000 - $100,000,Married (w/kids),Bachelor's Degree,-1,-1,1,1,1,1,-1,-1,-1,1
202,1974,Female,$25,001 - $50,000,Married (w/kids),Associate's Degree,1,1,-1,-1,-1,-1,1,-1,1,1
203,1953,Male,$50,000 - $74,999,Single (w/kids),High School Diploma,1,-1,-1,-1,-1,1,1,-1,1,1
204,1995,Male,$100,001 - $150,000,Domestic Partners (no kids),Current K-12,0,0,0,0,0,-1,0,1,0,1
205,1977,Male,$50,000 - $74,999,Married (w/kids),High School Diploma,-1,-1,-1,-1,-1,1,-1,-1,-1,1
206,1972,Female,$25,001 - $50,000,Single (no kids),Associate's Degree,0,0,0,0,-1,-1,-1,-1,-1,1
207,1997,Female,under $25,000,Single (no kids),Current K-12,1,1,1,1,-1,-1,-1,-1,-1,1
210,1973,Female,$50,000 - $74,999,Single (w/kids),Master's Degree,0,0,1,0,1,-1,0,0,1,1
211,1980,Female,$75,000 - $100,000,Married (w/kids),Master's Degree,1,-1,1,1,1,-1,0,0,1,1
212,1991,Male,$50,000 - $74,999,Single (no kids),Bachelor's Degree,0,0,0,0,-1,-1,-1,-1,-1,1
214,1998,Male,$100,001 - $150,000,Single (no kids),Current K-12,-1,1,1,1,-1,-1,-1,0,1,1
215,1950,Female,$100,001 - $150,000,Married (w/kids),Bachelor's Degree,0,1,-1,1,-1,1,1,-1,1,1
216,1980,Male,$25,001 - $50,000,Single (no kids),Master's Degree,1,1,1,1,-1,-1,1,-1,-1,1
217,1974,Male,$50,000 - $74,999,Married (w/kids),Associate's Degree,1,1,-1,1,-1,1,1,-1,1,1
218,1974,Male,over $150,000,Married (no kids),Master's Degree,0,0,1,0,-1,1,1,-1,0,1
219,1972,Male,$100,001 - $150,000,Married (w/kids),Bachelor's Degree,0,0,0,0,0,0,0,0,0,1
220,1966,Male,$75,000 - $100,000,Single (no kids),Current Undergraduate,0,0,0,0,0,0,0,1,-1,1
221,1986,Male,$50,000 - $74,999,Married (w/kids),High School Diploma,1,1,-1,-1,-1,-1,-1,1,-1,1
222,1969,Female,$100,001 - $150,000,Married (w/kids),High School Diploma,0,0,0,0,0,0,1,0,0,1
223,1970,Male,over $150,000,Married (w/kids),Bachelor's Degree,-1,-1,1,0,1,0,0,0,0,1
224,1988,Male,$25,001 - $50,000,Single (no kids),Associate's Degree,1,-1,-1,-1,1,-1,-1,-1,-1,1
226,1970,Male,over $150,000,Married (w/kids),Bachelor's Degree,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
227,1992,Female,over $150,000,Single (no kids),High School Diploma,1,-1,-1,-1,-1,-1,-1,-1,-1,1
228,1988,Male,$25,001 - $50,000,Married (no kids),Bachelor's Degree,-1,1,1,1,-1,-1,1,-1,1,1
230,1946,Male,$100,001 - $150,000,Single (no kids),Master's Degree,-1,-1,1,1,1,-1,1,-1,1,1
232,1978,Male,$100,001 - $150,000,Married (w/kids),Bachelor's Degree,0,-1,0,0,0,0,0,0,0,1
233,1950,Female,$50,000 - $74,999,Married (w/kids),Master's Degree,-1,-1,1,-1,-1,-1,-1,0,1,1
234,1998,Male,under $25,000,Married (w/kids),Current K-12,0,1,0,0,0,0,0,0,0,1
235,1964,Female,$50,000 - $74,999,Married (w/kids),Master's Degree,1,1,1,0,1,-1,1,-1,1,1
237,1997,Female,under $25,000,Single (no kids),Current K-12,0,1,0,0,0,-1,1,1,1,1
241,1971,Male,$75,000 - $100,000,Married (w/kids),Master's Degree,1,1,1,-1,1,1,-1,-1,-1,1
242,1996,Male,$25,001 - $50,000,Single (no kids),High School Diploma,1,-1,1,1,-1,-1,-1,1,-1,1
243,1965,Female,$75,000 - $100,000,Single (no kids),Bachelor's Degree,1,1,-1,1,1,1,1,-1,-1,1
245,1964,Male,over $150,000,Married (w/kids),Bachelor's Degree,1,-1,-1,1,-1,1,-1,-1,1,1
246,1987,Female,$100,001 - $150,000,Married (no kids),Master's Degree,0,0,0,0,0,0,0,-1,-1,1
247,1968,Male,$100,001 - $150,000,Married (w/kids),Master's Degree,-1,-1,1,-1,-1,1,1,-1,1,1
248,1983,Male,$100,001 - $150,000,Married (w/kids),Bachelor's Degree,1,1,-1,1,-1,-1,-1,-1,1,1
249,1980,Female,$100,001 - $150,000,Married (w/kids),Master's Degree,-1,1,1,1,1,-1,1,-1,1,1
250,1966,Female,under $25,000,Single (w/kids),Associate's Degree,-1,-1,1,1,-1,1,-1,-1,-1,1
251,1983,Male,$25,001 - $50,000,Married (w/kids),Bachelor's Degree,1,1,-1,-1,-1,-1,0,-1,1,1
252,1989,Female,$75,000 - $100,000,Single (no kids),Bachelor's Degree,1,1,1,1,1,-1,0,1,-1,1
253,1959,Male,$75,000 - $100,000,Married (w/kids),Associate's Degree,-1,1,-1,1,1,-1,-1,-1,-1,1
254,1970,Male,$50,000 - $74,999,Married (w/kids),Master's Degree,1,1,1,-1,1,-1,1,-1,-1,1
255,1982,Male,$50,000 - $74,999,Domestic Partners (no kids),Associate's Degree,1,1,1,1,-1,1,-1,-1,-1,1
256,1980,Female,$50,000 - $74,999,Single (w/kids),Bachelor's Degree,1,1,-1,-1,-1,-1,-1,-1,-1,1
257,1965,Male,over $150,000,Married (w/kids),Bachelor's Degree,1,-1,-1,1,1,1,-1,-1,-1,1
258,1990,Male,$75,000 - $100,000,Single (no kids),Bachelor's Degree,1,1,1,1,-1,0,0,0,0,1
261,1979,Female,$75,000 - $100,000,Married (w/kids),High School Diploma,1,-1,-1,1,-1,-1,-1,1,-1,1
262,1981,Male,$50,000 - $74,999,Married (no kids),High School Diploma,1,1,-1,-1,1,-1,-1,-1,-1,1
263,1981,Male,$50,000 - $74,999,Married (w/kids),Bachelor's Degree,0,0,1,1,-1,-1,1,-1,1,1
265,1950,Male,$25,001 - $50,000,Married (no kids),High School Diploma,-1,1,-1,-1,-1,-1,1,-1,1,1
266,1981,Male,over $150,000,Single (no kids),Bachelor's Degree,1,-1,0,1,1,0,0,-1,1,1
269,1984,Male,$50,000 - $74,999,Single (no kids),Bachelor's Degree,1,1,-1,1,1,-1,-1,1,-1,1
270,1970,Male,$100,001 - $150,000,Married (w/kids),Bachelor's Degree,1,1,-1,1,-1,-1,-1,-1,-1,1
273,1976,Male,$75,000 - $100,000,Married (w/kids),Master's Degree,-1,-1,1,1,1,1,1,-1,-1,1
275,1948,Male,under $25,000,Single (no kids),Bachelor's Degree,-1,1,-1,1,-1,0,1,0,-1,1
276,1991,Male,under $25,000,Single (no kids),Current Undergraduate,1,-1,1,1,1,1,-1,-1,-1,1
277,1977,Male,$50,000 - $74,999,Single (no kids),Current Undergraduate,1,1,-1,1,-1,-1,-1,-1,-1,1
278,1970,Female,$50,000 - $74,999,Married (w/kids),Master's Degree,1,1,-1,1,-1,-1,-1,-1,-1,1
279,1996,Female,$100,001 - $150,000,Single (no kids),Current K-12,0,0,1,0,0,-1,0,0,0,1
280,1982,Male,$50,000 - $74,999,Married (w/kids),High School Diploma,1,1,-1,1,-1,-1,1,-1,1,1
281,1977,Female,$75,000 - $100,000,Married (w/kids),High School Diploma,1,1,-1,1,0,-1,-1,-1,0,1
282,1951,Female,$75,000 - $100,000,Married (w/kids),Master's Degree,-1,-1,1,1,1,-1,1,-1,1,1
283,1958,Female,under $25,000,Single (no kids),Master's Degree,-1,-1,1,1,-1,-1,-1,1,-1,1
284,1994,Male,$75,000 - $100,000,Single (no kids),High School Diploma,-1,-1,-1,1,1,-1,1,-1,1,1
287,1956,Female,$50,000 - $74,999,Domestic Partners (no kids),Current Undergraduate,-1,1,-1,1,1,1,-1,1,-1,1
288,1964,Female,over $150,000,Married (w/kids),Bachelor's Degree,-1,-1,1,-1,-1,-1,1,-1,1,1
289,1990,Male,$25,001 - $50,000,Single (no kids),Current Undergraduate,1,1,-1,1,-1,1,-1,-1,1,1
290,1942,Male,$100,001 - $150,000,Married (w/kids),Master's Degree,0,0,0,0,0,0,1,0,1,1
291,1951,Female,$100,001 - $150,000,Married (w/kids),Bachelor's Degree,-1,-1,-1,-1,1,-1,-1,1,-1,1
292,1957,Female,$50,000 - $74,999,Married (w/kids),Bachelor's Degree,-1,-1,-1,-1,-1,-1,1,0,1,1
293,1987,Female,$25,001 - $50,000,Single (no kids),High School Diploma,1,-1,-1,-1,-1,-1,-1,-1,-1,1
294,1986,Female,$25,001 - $50,000,Single (no kids),Bachelor's Degree,-1,1,-1,1,1,-1,-1,1,-1,1
295,1970,Female,over $150,000,Single (no kids),Master's Degree,-1,-1,1,1,1,-1,1,-1,0,1
297,1979,Male,$100,001 - $150,000,Single (no kids),Master's Degree,1,1,1,1,1,1,1,-1,1,1
298,1968,Female,$25,001 - $50,000,Single (no kids),Current Undergraduate,1,1,1,1,-1,-1,-1,-1,1,1
299,1971,Female,$75,000 - $100,000,Married (w/kids),Associate's Degree,1,-1,-1,-1,-1,-1,1,-1,1,1
300,1963,Male,$75,000 - $100,000,Married (w/kids),Bachelor's Degree,-1,-1,1,-1,1,-1,1,-1,1,1
301,1989,Male,$25,001 - $50,000,Single (no kids),Current Undergraduate,-1,1,-1,1,-1,1,1,-1,1,1
302,1966,Female,$100,001 - $150,000,Married (w/kids),Master's Degree,1,-1,1,1,1,-1,1,-1,1,1
303,1975,Male,$75,000 - $100,000,Single (no kids),Doctoral Degree,1,1,1,1,-1,-1,1,1,1,1
304,1987,Female,$25,001 - $50,000,Single (no kids),Master's Degree,-1,1,1,1,-1,-1,1,1,1,1
